title,Avg_salary,State,job_category,salary_year
"HR Partners Recruiters – San Juan, PR ","$43,776 per year",US,Business Analyst,"$43,776 "
Santec Resources Inc ,"$60,000 per year",US,Business Analyst,"$60,000 "
"Technocraft Solutions, LLC ","$64,835 per year",US,Business Analyst,"$64,835 "
NS IT Solutions LLC ,"$70,647 per year",US,Business Analyst,"$70,647 "
3i Infotech ,"$68,656 per year",US,Business Analyst,"$68,656 "
City and County of San Francisco ,"$105,976 per year",US,Business Analyst,"$105,976 "
Bellwether Staffing Solutions ,"$83,159 per year",US,Business Analyst,"$83,159 "
"Mattson Resources, LLC ","$67,884 per year",US,Business Analyst,"$67,884 "
Palace Gate Corporation ,"$82,605 per year",US,Business Analyst,"$82,605 "
Catapult Services LLC ,"$66,946 per year",US,Business Analyst,"$66,946 "
Robert Walters ,"$110,794 per year",US,Business Analyst,"$110,794 "
Precision Resources ,"$79,860 per year",US,Business Analyst,"$79,860 "
Invictus Infotech LLC ,"$65,499 per year",US,Business Analyst,"$65,499 "
Hexacorp LLC ,"$62,784 per year",US,Business Analyst,"$62,784 "
Symphony Corporation ,"$64,524 per year",US,Business Analyst,"$64,524 "
MarLabs ,"$76,317 per year",US,Business Analyst,"$76,317 "
Mastech Digital ,"$73,901 per year",US,Business Analyst,"$73,901 "
"Infinite Resources, Inc. ","$83,409 per year",US,Business Analyst,"$83,409 "
Perennial Resources International ,"$116,411 per year",US,Business Analyst,"$116,411 "
Siarra Technologies ,"$60,000 per year",US,Business Analyst,"$60,000 "
TechPoint LLC ,"$61,765 per year",US,Business Analyst,"$61,765 "
"Datalysys, LLC ","$67,958 per year",US,Business Analyst,"$67,958 "
Michael Page ,"$156,531 per year",US,Business Analyst,"$156,531 "
360 IT Professionals ,"$80,000 per year",US,Business Analyst,"$80,000 "
Yochana IT Solutions ,"$97,000 per year",US,Business Analyst,"$97,000 "
Sysintelli Inc ,"$73,100 per year",US,Business Analyst,"$73,100 "
Sriven Infosys Inc ,"$75,075 per year",US,Business Analyst,"$75,075 "
Iblesoft Inc ,"$62,707 per year",US,Business Analyst,"$62,707 "
Roland and Associates ,"$74,854 per year",US,Business Analyst,"$74,854 "
"Client Resources, Inc. ","$70,305 per year",US,Business Analyst,"$70,305 "
Advantex Professional Services ,"$80,783 per year",US,Business Analyst,"$80,783 "
"Param Consulting Services, Inc. ","$68,997 per year",US,Business Analyst,"$68,997 "
NES Global Talent ,"$110,000 per year",US,Business Analyst,"$110,000 "
"K2 Partnering Solutions, Inc. ","$111,408 per year",US,Business Analyst,"$111,408 "
The Forum Group ,"$66,681 per year",US,Business Analyst,"$66,681 "
Sunmerge Systems Inc. ,"$63,984 per year",US,Business Analyst,"$63,984 "
Oldbury Howard Limited ,"$135,000 per year",US,Business Analyst,"$135,000 "
YANA Software ,"$62,907 per year",US,Business Analyst,"$62,907 "
"VetsAmerica Business Consulting, Inc. ","$64,479 per year",US,Business Analyst,"$64,479 "
CRG Workforce Inc. ,"$90,298 per year",US,Business Analyst,"$90,298 "
Resolve Recruit Inc ,"$73,051 per year",US,Business Analyst,"$73,051 "
Ability Professional Network ,"$77,861 per year",US,Business Analyst,"$77,861 "
Info Way Solutions LLC ,"$66,992 per year",US,Business Analyst,"$66,992 "
"JDA Professional Services, Inc. ","$75,120 per year",US,Business Analyst,"$75,120 "
Diligent Group LLC ,"$67,043 per year",US,Business Analyst,"$67,043 "
Huxley Banking and Financial Services ,"$110,000 per year",US,Business Analyst,"$110,000 "
Katalyst Technologies ,"$73,544 per year",US,Business Analyst,"$73,544 "
Dawn Food Products ,"$116,031 per year",US,Business Analyst,"$116,031 "
Corp2Corp Inc ,"$74,400 per year",US,Business Analyst,"$74,400 "
Macropace Technologies ,"$97,086 per year",US,Business Analyst,"$97,086 "
NESCO Resource ,"$82,251 per year",US,Business Analyst,"$82,251 "
ROI Revolution ,"$44,672 per year",US,Business Analyst,"$44,672 "
"Saxon Global, Inc. ","$69,889 per year",US,Business Analyst,"$69,889 "
Express Employment Professionals ,"$65,530 per year",US,Business Analyst,"$65,530 "
"Enterprise Solutions, INC ","$96,789 per year",US,Business Analyst,"$96,789 "
The laSalle Network ,"$100,980 per year",US,Business Analyst,"$100,980 "
Gentis Solutions ,"$135,291 per year",US,Business Analyst,"$135,291 "
Twenty Bridge ,"$78,729 per year",US,Business Analyst,"$78,729 "
"International Technologies Pro, LLC ","$64,000 per year",US,Business Analyst,"$64,000 "
VEN SOFT LLC ,"$60,081 per year",US,Business Analyst,"$60,081 "
"US IT Solutions, Inc. ","$96,325 per year",US,Business Analyst,"$96,325 "
Recruiting Group ,"$80,000 per year",US,Business Analyst,"$80,000 "
execu-sys ,"$105,617 per year",US,Business Analyst,"$105,617 "
Criterion Executive Search ,"$55,306 per year",US,Business Analyst,"$55,306 "
Ashley Ellis ,"$88,760 per year",US,Business Analyst,"$88,760 "
Deacon Recruiting ,"$80,125 per year",US,Business Analyst,"$80,125 "
Pelham Berkeley Search ,"$94,869 per year",US,Business Analyst,"$94,869 "
Ubertal ,"$94,869 per year",US,Business Analyst,"$94,869 "
Anjaneyap Inc ,"$59,793 per year",US,Business Analyst,"$59,793 "
3EDGEUSA Group LLC ,"$102,278 per year",US,Business Analyst,"$102,278 "
Palm Mason ,"$142,305 per year",US,Business Analyst,"$142,305 "
KBM Enterprises ,"$75,799 per year",US,Business Analyst,"$75,799 "
I-LINK SOLUTIONS INC. ,"$70,609 per year",US,Business Analyst,"$70,609 "
"Solution Partners, Inc. ","$86,838 per year",US,Business Analyst,"$86,838 "
"Makro Technologies, Inc. ","$84,180 per year",US,Business Analyst,"$84,180 "
BOC Staffing Solutions ,"$95,585 per year",US,Business Analyst,"$95,585 "
Food Management Search ,"$81,982 per year",US,Business Analyst,"$81,982 "
Murray Resources ,"$66,727 per year",US,Business Analyst,"$66,727 "
PDDN Inc ,"$120,000 per year",US,Business Analyst,"$120,000 "
Enterprise Search Associates ,"$86,385 per year",US,Business Analyst,"$86,385 "
"OSI Consulting, Inc. ","$98,559 per year",US,Business Analyst,"$98,559 "
Harris Allied ,"$105,945 per year",US,Business Analyst,"$105,945 "
"Armstrong Technologies, Inc. ","$57,976 per year",US,Business Analyst,"$57,976 "
"Benchmark IT, LLC ","$90,081 per year",US,Business Analyst,"$90,081 "
ProVision ,"$82,860 per year",US,Business Analyst,"$82,860 "
"D2Sol, Inc. ","$101,300 per year",US,Business Analyst,"$101,300 "
Okaya Inc. ,"$104,881 per year",US,Business Analyst,"$104,881 "
PrincePerelson & Associates ,"$47,934 per year",US,Business Analyst,"$47,934 "
Meadows Group ,"$112,897 per year",US,Business Analyst,"$112,897 "
CipherStaff ,"$88,984 per year",US,Business Analyst,"$88,984 "
"Primastep, LLC ","$93,417 per year",US,Business Analyst,"$93,417 "
Parham Consulting ,"$64,696 per year",US,Business Analyst,"$64,696 "
fulltimeGiGS ,"$78,286 per year",US,Business Analyst,"$78,286 "
Camden Kelly ,"$81,843 per year",US,Business Analyst,"$81,843 "
FINANCIAL INFO SVCS AGENCY ,"$82,546 per year",US,Business Analyst,"$82,546 "
"Computer Enterprises, Inc. (CEI) ","$98,980 per year",US,Business Analyst,"$98,980 "
Marcum Search LLC ,"$93,837 per year",US,Business Analyst,"$93,837 "
REI SYSTEMS INC. ,"$92,507 per year",US,Business Analyst,"$92,507 "
Benchmark IT LLC ,"$95,619 per year",US,Business Analyst,"$95,619 "
Photon Infotech ,"$78,425 per year",US,Business Analyst,"$78,425 "
"Technosphere, Inc. ","$83,899 per year",US,Business Analyst,"$83,899 "
Nityo Infotech Corporation ,"$96,815 per year",US,Business Analyst,"$96,815 "
Nelson Staffing ,"$81,885 per year",US,Business Analyst,"$81,885 "
Talentlinc ,"$80,000 per year",US,Business Analyst,"$80,000 "
American IT Resource Group Inc. ,"$81,094 per year",US,Business Analyst,"$81,094 "
Smartlink LLC ,"$120,000 per year",US,Business Analyst,"$120,000 "
Denver Public Schools ,"$67,991 per year",US,Business Analyst,"$67,991 "
Arizona Health Care Cost Containment System ,"$51,595 per year",US,Business Analyst,"$51,595 "
SOURCEINFOTECH INC. ,"$63,727 per year",US,Business Analyst,"$63,727 "
eHire ,"$89,156 per year",US,Business Analyst,"$89,156 "
North Peak Recruiting ,"$86,385 per year",US,Business Analyst,"$86,385 "
"PCB Apps, LLC. ","$70,639 per year",US,Business Analyst,"$70,639 "
Kinetic Personnel Group Inc. ,"$65,520 per year",US,Business Analyst,"$65,520 "
ProEnlist ,"$75,254 per year",US,Business Analyst,"$75,254 "
Innovative Intelligent Solutions LLC ,"$61,387 per year",US,Business Analyst,"$61,387 "
Saturn Infotech Inc ,"$60,145 per year",US,Business Analyst,"$60,145 "
Saicon ,"$75,908 per year",US,Business Analyst,"$75,908 "
BofI Federal Bank - La Jolla (UTC) ,"$60,000 per year",US,Business Analyst,"$60,000 "
NDDSystems LLC ,"$63,845 per year",US,Business Analyst,"$63,845 "
"Responsive Search, Inc. ","$108,967 per year",US,Business Analyst,"$108,967 "
Professional Access Ltd. ,"$100,576 per year",US,Business Analyst,"$100,576 "
American Tech Vision Solutions LLC ,"$75,495 per year",US,Business Analyst,"$75,495 "
Alfa Services USA Inc ,"$65,676 per year",US,Business Analyst,"$65,676 "
Mission Staffing ,"$105,458 per year",US,Business Analyst,"$105,458 "
Aspire Systems ,"$71,875 per year",US,Business Analyst,"$71,875 "
Tech Matrix Inc ,"$60,000 per year",US,Business Analyst,"$60,000 "
TT Technologies Inc ,"$82,576 per year",US,Business Analyst,"$82,576 "
Primastep LLC ,"$102,358 per year",US,Business Analyst,"$102,358 "
Avighna Global Solutions LLC ,"$56,175 per year",US,Business Analyst,"$56,175 "
Fahrenheit IT Staffing & Consulting ,"$67,741 per year",US,Business Analyst,"$67,741 "
University of Utah ,"$55,245 per year",US,Business Analyst,"$55,245 "
Cosmos IT Solutions ,"$50,000 per year",US,Business Analyst,"$50,000 "
"Aperia Solutions, Inc. ","$71,537 per year",US,Business Analyst,"$71,537 "
"Quality Software Services, Inc. ","$84,511 per year",US,Business Analyst,"$84,511 "
Irvine Technology Corporation ,"$73,434 per year",US,Business Analyst,"$73,434 "
Virginia Department of Social Services ,"$74,196 per year",US,Business Analyst,"$74,196 "
Smart-Tek ,"$88,033 per year",US,Business Analyst,"$88,033 "
Cyma Systems Inc ,"$65,621 per year",US,Business Analyst,"$65,621 "
"PROFICIENT BUSINESS SYSTEMS, INC. ","$86,567 per year",US,Business Analyst,"$86,567 "
OHM tech Inc. ,"$60,371 per year",US,Business Analyst,"$60,371 "
"Sagitec Solutions, LLC ","$92,406 per year",US,Business Analyst,"$92,406 "
Saxon Global Inc ,"$67,589 per year",US,Business Analyst,"$67,589 "
United Software Group ,"$100,000 per year",US,Business Analyst,"$100,000 "
ITAC Solutions ,"$50,152 per year",US,Business Analyst,"$50,152 "
"Personnel Services, Inc. ","$100,000 per year",US,Business Analyst,"$100,000 "
FORTUNE 50 CLIENT ,"$75,000 per year",US,Business Analyst,"$75,000 "
SCM Data Inc ,"$60,000 per year",US,Business Analyst,"$60,000 "
Los Angeles Community College District ,"$79,251 per year",US,Business Analyst,"$79,251 "
Nam Info Inc ,"$61,778 per year",US,Business Analyst,"$61,778 "
"Clifton Johnson Associates, Inc. ","$75,996 per year",US,Business Analyst,"$75,996 "
FRG Technology Consulting ,"$78,165 per year",US,Business Analyst,"$78,165 "
"Ferguson Consulting, Inc. ","$103,864 per year",US,Business Analyst,"$103,864 "
Career Development Partners ,"$79,735 per year",US,Business Analyst,"$79,735 "
METANOIA SOLUTIONS INC. ,"$60,270 per year",US,Business Analyst,"$60,270 "
Blair Search ,"$86,385 per year",US,Business Analyst,"$86,385 "
"Elli,LLC ","$60,000 per year",US,Business Analyst,"$60,000 "
"Ellianse, Inc ","$60,000 per year",US,Business Analyst,"$60,000 "
"Virtuoso Technologies, Inc. ","$66,420 per year",US,Business Analyst,"$66,420 "
Pull Skill Techonologies Inc ,"$97,038 per year",US,Business Analyst,"$97,038 "
Pathfinder Search Group ,"$95,000 per year",US,Business Analyst,"$95,000 "
Genoa International Solutions ,"$87,155 per year",US,Business Analyst,"$87,155 "
Cigniti Inc ,"$67,515 per year",US,Business Analyst,"$67,515 "
Addison Group ,"$69,588 per year",US,Business Analyst,"$69,588 "
Tenazx Inc. ,"$62,821 per year",US,Business Analyst,"$62,821 "
Tachyon Technologies LLC ,"$64,183 per year",US,Business Analyst,"$64,183 "
Ramco Systems Ltd ,"$69,620 per year",US,Business Analyst,"$69,620 "
Virtue Group ,"$87,758 per year",US,Business Analyst,"$87,758 "
"Techpillars, Inc. ","$57,149 per year",US,Business Analyst,"$57,149 "
Celerity IT ,"$53,755 per year",US,Business Analyst,"$53,755 "
Paradigm Group ,"$101,420 per year",US,Business Analyst,"$101,420 "
Kanhi Systems llc ,"$71,234 per year",US,Business Analyst,"$71,234 "
Vcarve Inc ,"$65,721 per year",US,Business Analyst,"$65,721 "
"Southwest Accounting Resources, Inc. ","$86,495 per year",US,Business Analyst,"$86,495 "
ITBMS Inc. ,"$78,630 per year",US,Business Analyst,"$78,630 "
NSIT ,"$56,480 per year",US,Business Analyst,"$56,480 "
"Smart Solutions, Inc. ","$82,257 per year",US,Business Analyst,"$82,257 "
"SANS Consulting Services, Inc ","$118,903 per year",US,Business Analyst,"$118,903 "
Bay Shore Staffing ,"$100,000 per year",US,Business Analyst,"$100,000 "
Lone Star College ,"$63,465 per year",US,Business Analyst,"$63,465 "
Johns Hopkins University ,"$66,993 per year",US,Business Analyst,"$66,993 "
MMC Systems Inc. ,"$103,442 per year",US,Business Analyst,"$103,442 "
Lenmar Consulting Inc. ,"$64,642 per year",US,Business Analyst,"$64,642 "
Sacramento Municipal Utility District ,"$90,157 per year",US,Business Analyst,"$90,157 "
Coast Community College District ,"$89,772 per year",US,Business Analyst,"$89,772 "
"A.T. Kearney, Inc. ","$71,042 per year",US,Business Analyst,"$71,042 "
Careers 2005 ,"$81,085 per year",US,Business Analyst,"$81,085 "
CultureFit ,"$69,540 per year",US,Business Analyst,"$69,540 "
"Elite Solutions, Inc. ","$61,995 per year",US,Business Analyst,"$61,995 "
Intellibee Inc ,"$84,496 per year",US,Business Analyst,"$84,496 "
Smart IT Frame LLC ,"$64,936 per year",US,Business Analyst,"$64,936 "
4BBCORP ,"$51,076 per year",US,Business Analyst,"$51,076 "
"Infoshare Systems, Inc. ","$55,780 per year",US,Business Analyst,"$55,780 "
"Sai Technologies, LLC ","$64,838 per year",US,Business Analyst,"$64,838 "
CSI Solutions LLC ,"$70,719 per year",US,Business Analyst,"$70,719 "
Odyssey Information Services ,"$82,169 per year",US,Business Analyst,"$82,169 "
INSIGMA INC. ,"$65,536 per year",US,Business Analyst,"$65,536 "
Saligrams ,"$70,000 per year",US,Business Analyst,"$70,000 "
Agent Recruitifi ,"$65,000 per year",US,Business Analyst,"$65,000 "
GovPilot ,"$35,000 per year",US,Business Analyst,"$35,000 "
Vastek Inc ,"$60,000 per year",US,Business Analyst,"$60,000 "
"Dextro Software Systems, Inc. ","$70,510 per year",US,Business Analyst,"$70,510 "
Gain America Inc ,"$65,000 per year",US,Business Analyst,"$65,000 "
ITCON Services ,"$51,184 per year",US,Business Analyst,"$51,184 "
MatchSource ,"$72,426 per year",US,Business Analyst,"$72,426 "
"NBN, Inc. ","$93,750 per year",US,Business Analyst,"$93,750 "
Infiniti Recruitment LLC ,"$103,694 per year",US,Business Analyst,"$103,694 "
Information Control Company ,"$86,422 per year",US,Business Analyst,"$86,422 "
Almora Consultants ,"$60,000 per year",US,Business Analyst,"$60,000 "
"Mintex Tech, Inc. ","$64,631 per year",US,Business Analyst,"$64,631 "
Comrise Technology ,"$50,000 per year",US,Business Analyst,"$50,000 "
Gssr Inc ,"$77,886 per year",US,Business Analyst,"$77,886 "
Tech-Nique Partners ,"$104,905 per year",US,Business Analyst,"$104,905 "
Ramp Technology Group LLC ,"$68,429 per year",US,Business Analyst,"$68,429 "
Accounting Career Network ,"$73,544 per year",US,Business Analyst,"$73,544 "
Elite Placement Solutions ,"$93,839 per year",US,Business Analyst,"$93,839 "
BCM Resources LLC ,"$108,438 per year",US,Business Analyst,"$108,438 "
Blue Horizon Tek Solutions ,"$102,947 per year",US,Business Analyst,"$102,947 "
Nirvana Enterprises LLC ,"$65,475 per year",US,Business Analyst,"$65,475 "
Eminence Technology Solutions LLC ,"$110,000 per year",US,Business Analyst,"$110,000 "
TEKenergy LLC ,"$64,843 per year",US,Business Analyst,"$64,843 "
Evalueserve ,"$60,336 per year",US,Business Analyst,"$60,336 "
Neumeric Technologies Corporation ,"$77,768 per year",US,Business Analyst,"$77,768 "
Rekruiters ,"$97,038 per year",US,Business Analyst,"$97,038 "
Washington University in St. Louis ,"$72,125 per year",US,Business Analyst,"$72,125 "
Swoon ,"$82,473 per year",US,Business Analyst,"$82,473 "
OtterBase ,"$41,773 per year",US,Business Analyst,"$41,773 "
"Environmental Systems Research Institute, Inc. ","$96,518 per year",US,Business Analyst,"$96,518 "
"Lightbox Technologies, LLC ","$75,000 per year",US,Business Analyst,"$75,000 "
Piper Enterprise Solutions ,"$89,341 per year",US,Business Analyst,"$89,341 "
Ascendum Solutions ,"$80,592 per year",US,Business Analyst,"$80,592 "
Bey ,"$106,121 per year",US,Business Analyst,"$106,121 "
Employer Flexible ,"$90,647 per year",US,Business Analyst,"$90,647 "
Apttus Corporation ,"$104,000 per year",US,Business Analyst,"$104,000 "
Montpellier Resourcing ,"$120,000 per year",US,Business Analyst,"$120,000 "
Shain Associates ,"$109,871 per year",US,Business Analyst,"$109,871 "
LanceSoft ,"$90,000 per year",US,Business Analyst,"$90,000 "
BP Staffing ,"$100,000 per year",US,Business Analyst,"$100,000 "
Infinity Tech Group Inc. ,"$77,222 per year",US,Business Analyst,"$77,222 "
Atrilogy ,"$103,628 per year",US,Business Analyst,"$103,628 "
Wise Equation Solutions Inc. ,"$62,164 per year",US,Business Analyst,"$62,164 "
"Proswift Consulting, LLC ","$61,746 per year",US,Business Analyst,"$61,746 "
"Sun Soft technologies, Inc ","$68,843 per year",US,Business Analyst,"$68,843 "
Advantage Technical ,"$70,000 per year",US,Business Analyst,"$70,000 "
24 Carat Financial Services ,"$300,000 per year",US,Business Analyst,"$300,000 "
The SearchSource ,"$95,000 per year",US,Business Analyst,"$95,000 "
AMG Tecnology ,"$57,630 per year",US,Business Analyst,"$57,630 "
Accenz LLC ,"$60,296 per year",US,Business Analyst,"$60,296 "
RecruitersMagazine.com ,"$65,000 per year",US,Business Analyst,"$65,000 "
"360 IT PROFESSIONALS, INC. ","$62,851 per year",US,Business Analyst,"$62,851 "
Aptask (Wipro Technologies) ,"$96,000 per year",US,Business Analyst,"$96,000 "
Damian Consulting Inc ,"$60,445 per year",US,Business Analyst,"$60,445 "
AMG Technology Solutions ,"$63,482 per year",US,Business Analyst,"$63,482 "
"Brillio, LLC ","$110,037 per year",US,Business Analyst,"$110,037 "
Anjitechnologies ,"$120,000 per year",US,Business Analyst,"$120,000 "
American Technology LLC ,"$55,000 per year",US,Business Analyst,"$55,000 "
Bennett Staffing & Consulting Inc. ,"$100,000 per year",US,Business Analyst,"$100,000 "
Workila ,"$75,000 per year",US,Business Analyst,"$75,000 "
CSTS Technologies Inc ,"$60,000 per year",US,Business Analyst,"$60,000 "
ZipRecruiter ,"$99,984 per year",US,Business Analyst,"$99,984 "
Health-focused non-profit ,"$62,000 per year",US,Business Analyst,"$62,000 "
SumasCorp ,"$75,000 per year",US,Business Analyst,"$75,000 "
Relus Technologies ,"$80,405 per year",US,Business Analyst,"$80,405 "
"SAJIX, INC. ","$77,156 per year",US,Business Analyst,"$77,156 "
Search Solution Group ,"$75,276 per year",US,Business Analyst,"$75,276 "
"Implify, Inc ","$77,214 per year",US,Business Analyst,"$77,214 "
"Mast Technology Services, Inc. ","$108,865 per year",US,Business Analyst,"$108,865 "
"Q1, Inc. ","$80,000 per year",US,Business Analyst,"$80,000 "
Altimetrik Corp ,"$71,955 per year",US,Business Analyst,"$71,955 "
Edgelink ,"$78,541 per year",US,Business Analyst,"$78,541 "
CONCERT TECH CORPORATION ,"$69,733 per year",US,Business Analyst,"$69,733 "
"Vastika, Inc. ","$72,456 per year",US,Business Analyst,"$72,456 "
ArgoSight ,"$90,000 per year",US,Business Analyst,"$90,000 "
HCS Healthcare ,"$77,809 per year",US,Business Analyst,"$77,809 "
WinterWyman ,"$101,693 per year",US,Business Analyst,"$101,693 "
University of California-Riverside ,"$63,712 per year",US,Business Analyst,"$63,712 "
"Gold Coast IT Solutions, LLC ","$76,825 per year",US,Business Analyst,"$76,825 "
"RANG TECHNOLOGIES, INC. ","$80,076 per year",US,Business Analyst,"$80,076 "
Stonehenge Resources LLC ,"$80,000 per year",US,Business Analyst,"$80,000 "
"eSearchPro, Inc. ","$99,418 per year",US,Business Analyst,"$99,418 "
"SBM GROUP, INC. ","$70,838 per year",US,Business Analyst,"$70,838 "
Staffing Solutions of Hawaii ,"$68,832 per year",US,Business Analyst,"$68,832 "
"RST Solutions, Inc. ","$107,681 per year",US,Business Analyst,"$107,681 "
"CIGNEX Datamatics, Inc. ","$89,591 per year",US,Business Analyst,"$89,591 "
YochanaIT ,"$50,000 per year",US,Business Analyst,"$50,000 "
Greysmith Alden ,"$60,000 per year",US,Business Analyst,"$60,000 "
Fahrenheit IT ,"$87,457 per year",US,Business Analyst,"$87,457 "
Hillsborough County ,"$56,225 per year",US,Business Analyst,"$56,225 "
Droisys Inc ,"$88,949 per year",US,Business Analyst,"$88,949 "
Advent Global Solutions ,"$100,000 per year",US,Business Analyst,"$100,000 "
Johnson Service Group Inc ,"$88,021 per year",US,Business Analyst,"$88,021 "
Headfarmer ,"$80,984 per year",US,Business Analyst,"$80,984 "
"Millennium Software, Inc. ","$77,559 per year",US,Business Analyst,"$77,559 "
"Samson Software Solutions, INC ","$65,088 per year",US,Business Analyst,"$65,088 "
Great Bay Staffing ,"$114,067 per year",US,Business Analyst,"$114,067 "
Accuity ,"$90,000 per year",US,Business Analyst,"$90,000 "
Capital One ,"$83,532 per year",VA,Business Analyst,"$83,532 "
Freddie Mac ,"$83,582 per year",VA,Business Analyst,"$83,582 "
Fairfax County Government ,"$80,395 per year",VA,Business Analyst,"$80,395 "
SunTrust ,"$79,592 per year",VA,Business Analyst,"$79,592 "
United States Department Of Defense ,"$75,271 per year",VA,Business Analyst,"$75,271 "
Genworth ,"$76,511 per year",VA,Business Analyst,"$76,511 "
Logical Paradigm LLC ,"$86,110 per year",VA,Business Analyst,"$86,110 "
Mason Frank International ,"$83,504 per year",VA,Business Analyst,"$83,504 "
Mason Frank ,"$78,786 per year",VA,Business Analyst,"$78,786 "
CSC ,"$74,899 per year",VA,Business Analyst,"$74,899 "
" in Richmond, VA","$66,807 per year",VA,Business Analyst,"$66,807 "
" in Arlington, VA","$81,496 per year",VA,Business Analyst,"$81,496 "
" in Ashburn, VA","$58,855 per year",VA,Business Analyst,"$58,855 "
" in McLean, VA","$83,131 per year",VA,Business Analyst,"$83,131 "
" in Herndon, VA","$72,275 per year",VA,Business Analyst,"$72,275 "
Federal Reserve Bank of New York ,"$74,373 per year",VA,Business Analyst,"$74,373 "
Virginia Department of Social Services ,"$74,196 per year",VA,Business Analyst,"$74,196 "
"Anthem, Inc. ","$69,804 per year",VA,Business Analyst,"$69,804 "
Deloitte ,"$67,371 per year",VA,Business Analyst,"$67,371 "
Fannie Mae ,"$66,781 per year",VA,Business Analyst,"$66,781 "
Accenture ,"$63,860 per year",VA,Business Analyst,"$63,860 "
UST Global ,"$66,146 per year",VA,Business Analyst,"$66,146 "
Nexus IT Inc ,"$65,164 per year",VA,Business Analyst,"$65,164 "
Akvarr Inc ,"$64,687 per year",VA,Business Analyst,"$64,687 "
"VetsAmerica Business Consulting, Inc. ","$64,479 per year",VA,Business Analyst,"$64,479 "
CGI Group ,"$60,048 per year",VA,Business Analyst,"$60,048 "
TechPoint LLC ,"$61,765 per year",VA,Business Analyst,"$61,765 "
DXC Technology ,"$59,553 per year",VA,Business Analyst,"$59,553 "
ASTA CRS INC. ,"$59,889 per year",VA,Business Analyst,"$59,889 "
"tekERp, Inc ","$60,000 per year",VA,Business Analyst,"$60,000 "
"Elli, LLC ","$60,000 per year",VA,Business Analyst,"$60,000 "
Staffigo Technical Services LLC ,"$55,000 per year",VA,Business Analyst,"$55,000 "
"IQLogg, Inc ","$52,441 per year",VA,Business Analyst,"$52,441 "
ASTA CRS Inc ,"$52,125 per year",VA,Business Analyst,"$52,125 "
IQLogg ,"$52,000 per year",VA,Business Analyst,"$52,000 "
IQLOGG INC ,"$50,000 per year",VA,Business Analyst,"$50,000 "
Sentara Healthcare ,"$46,338 per year",VA,Business Analyst,"$46,338 "
Nigel Frank International ,"$97,624 per year",VA,Business Analyst,"$97,624 "
CyberCoders ,"$97,345 per year",VA,Business Analyst,"$97,345 "
Robert Half Technology ,"$96,031 per year",VA,Business Analyst,"$96,031 "
"CompSci Resources, LLC ","$42,137 per year",VA,Business Analyst,"$42,137 "
TEKsystems ,"$65,812 per year",VA,Business Analyst,"$65,812 "
"Incept Data Solutions, Inc ","$69,539 per year",VA,Business Analyst,"$69,539 "
Jobspring Partners ,"$78,605 per year",VA,Business Analyst,"$78,605 "
MMC Systems Inc. ,"$107,000 per year",VA,Business Analyst,"$107,000 "
"Business Intelligence Systems, Inc. ","$94,845 per year",VA,Business Analyst,"$94,845 "
LanceSoft ,"$90,000 per year",VA,Business Analyst,"$90,000 "
Hexaware Technologies ,"$99,280 per year",VA,Business Analyst,"$99,280 "
Apex Systems ,"$51,857 per year",VA,Business Analyst,"$51,857 "
LanceSoft Inc ,"$104,698 per year",VA,Business Analyst,"$104,698 "
University of Virginia ,"$72,644 per year",VA,Business Analyst,"$72,644 "
OPTIMUM SOLUTIONS INC. ,"$66,075 per year",VA,Business Analyst,"$66,075 "
"Firebird Staffing Solutions, Inc. ","$48,810 per year",VA,Business Analyst,"$48,810 "
Fracsys Inc ,"$100,000 per year",VA,Business Analyst,"$100,000 "
dept of social services ,"$69,844 per year",VA,Business Analyst,"$69,844 "
COMTEC INFORMATION SYSTEMS ,"$69,368 per year",VA,Business Analyst,"$69,368 "
Smartlink LLC ,"$120,000 per year",VA,Business Analyst,"$120,000 "
Anchorage Consultants LLC ,"$112,472 per year",VA,Business Analyst,"$112,472 "
Piper Companies ,"$86,357 per year",VA,Business Analyst,"$86,357 "
Robert Half Finance & Accounting ,"$58,000 per year",VA,Business Analyst,"$58,000 "
Quattra Inc ,"$75,000 per year",VA,Business Analyst,"$75,000 "
Software Cataysts LLC ,"$58,000 per year",VA,Business Analyst,"$58,000 "
Vaco ,"$74,451 per year",VA,Business Analyst,"$74,451 "
Workbridge Associates ,"$88,689 per year",VA,Business Analyst,"$88,689 "
Motion Partners ,"$87,787 per year",VA,Business Analyst,"$87,787 "
Compunnel Software Group ,"$71,492 per year",VA,Business Analyst,"$71,492 "
American Technology Consulting LLC ,"$55,000 per year",VA,Business Analyst,"$55,000 "
Marathon TS ,"$94,582 per year",VA,Business Analyst,"$94,582 "
Ariel Partners ,"$64,131 per year",VA,Business Analyst,"$64,131 "
Department of Transportation ,"$67,346 per year",VA,Business Analyst,"$67,346 "
Undisclosed-Arlington ,"$75,000 per year",VA,Business Analyst,"$75,000 "
Commonwealth of Virginia ,"$65,374 per year",VA,Business Analyst,"$65,374 "
INSIGMA INC. ,"$66,929 per year",VA,Business Analyst,"$66,929 "
Aikya Inc ,"$63,308 per year",VA,Business Analyst,"$63,308 "
REI SYSTEMS INC. ,"$85,719 per year",VA,Business Analyst,"$85,719 "
I-LINK SOLUTIONS INC. ,"$73,765 per year",VA,Business Analyst,"$73,765 "
